# feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
2.396028891964523844e+00,-1.101975854438158375e+00,-3.003869920827538120e+00,-5.599355458612263803e+00,-3.920310765510205187e+00,1.864267841909039713e+00,4.748406212031675899e+00,7.769827969870704010e-01,1.261578805430230599e+00,-2.170687057087045790e+00,3.000000000000000000e+00
9.465973515318746312e-01,3.691409344679276172e-01,-3.089248713727312801e-01,-7.830165867489789766e-02,-8.901510699608552457e-01,3.537164657525615485e-01,2.375537320706569755e+00,-1.153245877217135451e+00,1.103190646214040616e+00,1.645949747797190721e+00,1.000000000000000000e+00
1.796204490700906709e+00,1.833755846471113227e+00,-6.117941338073999979e-01,4.980864099548131807e-01,-2.290254271815980847e+00,-1.272097169755940893e+00,1.439240254813896502e+00,-5.396767332137495377e-01,1.110607740422559608e+00,2.518151934897264965e+00,0.000000000000000000e+00
2.050339634063965022e+00,-2.040590468774498234e+00,-4.085021832044524182e-01,-1.529827819063400929e+00,2.932561626745715522e+00,1.062376038398774591e-01,-1.786284382548087191e+00,-1.110561729999945957e-01,-1.883386604121118246e+00,9.816835797347615855e-02,3.000000000000000000e+00
2.193462205245833907e+00,2.605618035792189868e+00,-2.590370092376043765e+00,-7.088001861548088867e-01,-3.088510894440655186e+00,1.509725910760252532e+00,2.015802549977990132e+00,-5.406273834722468141e-01,-2.676286979140502620e+00,-1.926747690951518432e+00,1.000000000000000000e+00
1.998632089194445793e+00,-1.806219386754537748e+00,-1.197390612805785182e+00,-3.308834295790228364e+00,2.563519566431672336e-01,3.511167051368254688e-01,-7.864219241241748870e-02,8.827160348216699370e-01,-5.701301199577509804e-01,9.200879617306307878e-01,3.000000000000000000e+00
1.898658280274371224e-01,1.448585273321017386e+00,-2.552141537690363338e-01,4.066834512633669685e-01,-1.752464786876469338e+00,7.528654532447544012e-01,1.763631364748564856e+00,-5.811616987252290478e-01,1.753968592510425362e-01,3.745777508858786353e-01,1.000000000000000000e+00
-1.388486010815602523e+00,1.658287419150845654e-01,-2.625412957489692278e-02,7.362636574690309965e-01,-1.077819697001175303e+00,2.494193102067354673e+00,5.497301308171477885e+00,-2.582915418983724898e+00,2.221651493896287022e+00,-7.827703461383803685e-01,1.000000000000000000e+00
-1.110559369546237463e+00,-1.195972519819175961e+00,-1.536178386946293273e+00,1.251183408880282899e+00,2.086543996430286096e+00,-2.614610225929563381e-01,5.601881485427061547e-01,-1.531048423521775614e+00,-6.890201139061258306e-01,-1.718064056844326393e+00,2.000000000000000000e+00
1.446790457296025512e+00,1.456926574894767734e+00,-1.461363140093936419e+00,-6.561605995365656085e-02,-2.576097415710171923e+00,1.934327438568579804e+00,5.699162555672796948e+00,-2.616108703801149904e+00,1.066769888698069213e+00,-3.474265404747807762e-01,1.000000000000000000e+00
-8.986619189571363187e-01,7.059766312126600774e-01,-8.707790675065488761e-01,-3.789311007556082966e+00,-4.769472090902621808e+00,2.024683808852684397e+00,1.487456250589003437e+00,2.979009632627782622e+00,3.250912933617962075e-01,1.055305629192122119e+00,0.000000000000000000e+00
-2.570767757474512472e-01,-1.751078734383420654e+00,7.887331483006227995e-01,-2.166799553918632881e+00,1.756958806681927943e+00,2.021958216447000467e+00,-1.909502416515703294e+00,1.317108447577104213e+00,-1.927284708621363585e+00,-1.264095573983221810e+00,3.000000000000000000e+00
9.100066600455725130e-01,-4.011704122682702156e-02,-2.051769519121796392e+00,-2.366026667661554228e+00,-2.697386866236305636e+00,-1.339945983633738180e+00,4.982421927588644439e-01,1.669485991567573713e+00,7.907371904830990950e-01,1.755714931573165438e-01,0.000000000000000000e+00
-8.922951513439782989e-01,2.125861182423658402e-01,-1.457447017654132759e+00,1.065845862007934741e+00,-4.307509191493640865e-01,4.153354915317937213e-01,2.745597609505180614e+00,-1.689505124489698806e+00,4.734222424371443694e-01,-1.505491262696871946e-01,2.000000000000000000e+00
9.222110123738197496e-01,1.422073601656142383e+00,-5.777306388983293184e-01,-6.111284344322932549e-01,-2.152218598381874237e+00,4.887536229088549344e-01,8.323232740214023817e-01,3.399150454360834184e-01,-4.228705332025745056e-01,5.531276426558194848e-01,0.000000000000000000e+00
1.985174824640277613e+00,1.985874889848553204e+00,-1.835918078136827392e+00,-1.105052334587505403e+00,-3.401838993376764098e+00,8.628698252409181535e-01,2.691790469482679082e+00,-3.409321822620949849e-01,-4.785456761249828883e-01,-1.475778300099217233e-01,1.000000000000000000e+00
2.491858899657969584e+00,9.626436776274072127e-02,-1.688047724352064627e+00,-1.398776919879870961e+00,-1.956315389913196423e+00,-2.055230403668556249e+00,1.560328817787378419e+00,1.317830490564531054e-02,1.811674651729041408e+00,-7.422318833641447511e-02,0.000000000000000000e+00
6.551989493681187327e-02,-2.667555372918132495e+00,-1.556302480740226368e+00,3.115692713685561666e-01,2.294366125333706652e+00,-1.554904567939777271e+00,2.313407641786886071e+00,-2.206788495730934052e+00,2.272707821767177006e+00,1.297304105922678197e+00,2.000000000000000000e+00
2.339891462056723270e+00,3.290691634515305886e+00,-5.459285547592684917e-02,2.719740259822029937e+00,-1.713351115057208718e+00,-2.923277008599932891e+00,-7.150806892203070975e-01,-7.387769854982746409e-01,2.215621051211791315e-01,-3.898767998303386828e-01,0.000000000000000000e+00
-1.682441853531510212e+00,4.370204874757452895e-01,-4.601170404348539078e-01,2.121052692654799898e+00,1.044039181151512841e+00,-1.724923312991463398e+00,-2.728971828218894391e+00,5.135132066496241876e-01,-1.345809032974924158e+00,1.311177562132899821e+00,2.000000000000000000e+00
2.659243473105928679e+00,2.124815180191222730e+00,-3.449220572276289420e+00,-1.996574169881120575e+00,-5.134816750135022367e+00,2.355146488840381913e+00,7.151754206904611166e+00,-1.979674703141712566e+00,5.542253383290862701e-01,-1.390484431842688773e+00,1.000000000000000000e+00
8.071679276848858775e-01,-7.826705883379281303e-02,-2.392799486089730365e+00,-8.523454143199012956e-01,2.370304684960970465e-01,-1.671622364319303777e+00,-3.308711607280887979e+00,1.696192409517893074e+00,-3.065442884533035262e+00,-1.067702853233782889e+00,0.000000000000000000e+00
9.350353147502556972e-01,-6.206335732414975936e-01,-1.227234927251247942e+00,-1.156995420560824162e+00,-2.086028729510980728e+00,1.695871550636921299e+00,7.696467359917937401e+00,-3.041509261824887567e+00,4.018549285019376249e+00,-7.329715687738416197e-01,1.000000000000000000e+00
-2.351055020863748624e+00,8.925663602896194426e-01,-1.023443533171393138e+00,2.383115748873981588e+00,1.299961546925433586e-01,-1.175292229666883292e-01,-1.367962855065459456e-05,-6.754335126200564643e-01,-1.092848289606102252e+00,-1.354023352651205991e+00,2.000000000000000000e+00
4.338571525872955803e+00,-1.241000450705612268e+00,-1.757408004846948035e+00,-2.424109862157506790e+00,1.694511410791879058e+00,1.563763567905425589e+00,1.046325816142329446e+00,-1.568322877693334672e+00,-2.559755392269067453e+00,-2.450066743983950523e+00,3.000000000000000000e+00
-4.138803275548896821e-01,1.915274080692832115e+00,1.529209911286166790e-01,1.733503880451568113e+00,-9.480759392090808424e-01,3.601303296580431468e-01,3.253449183299079728e-01,-5.879594198456190579e-01,-7.093566152138821579e-01,-1.404813261295526194e+00,1.000000000000000000e+00
1.217619538904177512e+00,1.832037465173880886e+00,-1.126904289225573619e+00,4.985709696413030967e-01,-2.450946594028514447e+00,-2.598391816508976326e+00,-4.210877550704415495e-01,7.156303490667343947e-01,6.423775788168171186e-01,-1.479881208187729502e+00,0.000000000000000000e+00
3.936178268059399299e-01,2.615658602990824644e+00,4.997721237127610294e-01,-2.066545086296212475e+00,-4.883166349668478290e+00,1.543450219547341185e+00,5.035971764613350610e-01,2.451432327921232002e+00,-1.310798022034740384e-01,-1.157333825638025004e+00,0.000000000000000000e+00
-1.851431021418159073e+00,-6.072942517238482107e-01,-1.474328529412612276e+00,2.228057004859643975e+00,1.671230814068784598e+00,-1.557300144246815954e+00,-3.870902087435467154e-01,-1.028494237222510543e+00,-3.142986810714286650e-01,2.220062422712352213e+00,2.000000000000000000e+00
-6.693073454062226091e-01,2.339410571090428936e-01,6.137863296593826234e-03,4.232854099682539784e-01,-1.279327601546779825e+00,1.066652056163989837e+00,4.024708209729050523e+00,-1.656551015863020559e+00,2.372998260377086499e+00,6.822741750295460150e-01,1.000000000000000000e+00
-3.291871832787375052e+00,-5.191116177978520874e-01,-2.094555368722104571e+00,2.621464251494194819e+00,1.998275488528410859e+00,4.128963963397560555e-01,3.763948043003798594e-01,-1.601879813420874932e+00,-1.961801211081125151e+00,-2.391676252728621943e+00,2.000000000000000000e+00
1.891052309521343844e-01,-1.802727724274482579e+00,-2.059762268046348987e-01,1.333613250654606786e+00,3.300990427366760294e+00,-2.891834220484736484e+00,-2.188213000939309261e+00,-6.135556598972402575e-01,4.284275035651290420e-01,9.819662234641775289e-02,2.000000000000000000e+00
1.898197080839916229e+00,2.375466595818087612e+00,-7.778223444518530538e-01,-1.860296276281280692e+00,-5.879697656304499809e+00,-1.006234450249161361e+00,3.041456671556029168e+00,1.173511326446535330e+00,3.038140264797632994e+00,-3.772473643121538878e-01,0.000000000000000000e+00
3.547928783339386438e+00,-5.401612887896918291e-01,-1.595326087357971101e+00,-1.575851403315533306e+00,7.501582852335348939e-01,-1.420543829165432648e-01,1.273862049167447941e-01,-7.388882530299414331e-01,-1.577785239483235014e+00,4.912368794845131670e-01,0.000000000000000000e+00
2.563824480648599913e-01,-1.921469782573719254e+00,-9.934443912487322947e-02,-2.017001535271037982e-01,2.287693672345039175e+00,1.263205589933084738e+00,2.097170532585378222e+00,-2.053101521106428962e+00,5.183892180134352934e-01,-1.114775503411258445e-01,2.000000000000000000e+00
3.827999490453589670e-01,-1.564446229069027527e-01,-1.422969246020278966e+00,-1.356528139328650351e+00,-5.070585407978308590e-01,-8.217630039462257008e-01,-2.046155837207995543e+00,1.741773561897158595e+00,-1.657781827966360755e+00,2.569261994073258615e-01,0.000000000000000000e+00
9.277283051680192960e-01,-1.008303459835867777e+00,-7.236291302860027308e-01,-3.242039637461091139e+00,-6.534471179817158415e-01,8.459882330975238007e-01,-1.002409160228483254e+00,1.968684486874648254e+00,-1.195418343513634074e+00,1.399216976618637698e-01,3.000000000000000000e+00
1.757083956235392375e+00,-3.416529322946298297e+00,-1.165534320841729032e+00,-6.539308119099221939e-01,2.838575126602274956e+00,-5.347634984402942493e-01,4.205649116542311106e+00,-3.436765825587124290e+00,3.083627839393679793e+00,1.138476309683757598e-01,2.000000000000000000e+00
1.389794054413876490e+00,9.875879812654100309e-01,-1.049909844063988462e+00,-7.562283453070383077e-01,-2.377338711879493971e+00,1.366930539349405560e+00,4.180780081390945035e+00,-1.456840048643897045e+00,1.064370295995787474e+00,-1.639238105090148334e-01,1.000000000000000000e+00
3.305479776535434677e+00,1.611476976579721221e+00,-1.123178442787844844e+00,-1.058002658509636040e+00,-2.801959556884845437e+00,-6.212357790226717968e-01,2.152239982243089322e+00,-4.717481618097767448e-01,7.965327703994355968e-01,1.631169710072461365e+00,0.000000000000000000e+00
2.323434162624909316e+00,2.011488054559475991e-01,-1.897767551404707653e+00,-7.710855225426970216e-01,5.509173235013302694e-01,-7.712125836685097546e-01,-1.980088407578344034e+00,3.762112724199697666e-01,-2.990258187931544853e+00,2.078709201169477438e+00,0.000000000000000000e+00
1.044630111386718685e+00,1.304735800335030671e-01,-2.691599556129348869e+00,-3.967344656856847340e+00,-4.319706973270495354e+00,1.583190331923879146e+00,3.804681016455831344e+00,1.027378991307178024e+00,6.680700730706494728e-01,7.410295589273026284e-02,3.000000000000000000e+00
-1.509866482665843446e+00,-1.387322482304091054e+00,-5.644922077887102319e-01,-1.942399717152788696e+00,-7.471794182299681397e-01,2.793306655600017452e-01,2.070404349214917672e-01,1.531187046267939778e+00,8.367032081660275011e-01,3.281830343067773104e-01,3.000000000000000000e+00
1.460418532655110901e+00,-4.105795382359261225e+00,-2.844374368352340809e+00,-1.311352800836025068e-01,4.190811288106480959e+00,-1.745148962633155776e+00,2.837753228622289292e+00,-3.496205857959478358e+00,1.624641572404310175e+00,-1.728112771600358144e+00,2.000000000000000000e+00
1.588311136932324175e+00,-2.133530407808407414e+00,8.014478119290773250e-01,-1.295768633680441706e+00,4.070206678373478049e+00,1.614752674315267367e+00,-2.525873619730022668e+00,-2.066032505322432655e-01,-2.991875466250113913e+00,3.597588340379914706e-01,3.000000000000000000e+00
4.281241642629891597e-01,-8.732239602690132774e-01,7.874898053768708550e-02,-1.374930956662199000e+00,-1.034296448051818640e+00,3.217928071771620768e+00,6.505957635955629037e+00,-2.625568064554879122e+00,2.815174198012484030e+00,1.478336016992644719e+00,1.000000000000000000e+00
1.576825222468205112e+00,-1.082589229455760638e+00,-2.823423469288398380e+00,-1.530920453554045491e+00,-8.497979822396206639e-01,4.710384561310178020e-01,4.652958755982056438e+00,-2.025416745077880165e+00,1.274166966925217359e+00,-7.611604521226641440e-01,3.000000000000000000e+00
-1.064954058297385320e+00,1.361915487345790154e+00,9.173251093590815142e-01,2.145761893487473593e+00,4.924325556642990265e-02,-1.141469593545240802e+00,-2.012190058421955641e+00,4.246475864556435997e-01,-4.148098210355639637e-01,5.278197838376427753e-02,1.000000000000000000e+00
-6.401733625868462063e-01,-7.661114378421436388e-01,-1.395632356156152554e+00,-1.310646862956316605e+00,-1.030615853279081895e+00,1.042131658293991459e+00,2.533956566556904821e+00,-2.737562780194759959e-01,7.123464636457010890e-01,1.764727339473476597e+00,3.000000000000000000e+00
2.250245657644178721e-01,1.565181977473526720e+00,-5.171716719985166577e-01,3.433806417577052461e-02,-1.783910121500244195e+00,-2.986652370903863929e-01,-7.305387079541879602e-01,9.474433756971396559e-01,-9.525770774538577790e-01,-3.166586667862067439e-01,0.000000000000000000e+00
2.869429162700267710e+00,2.537398704352916923e+00,-2.770998775130642855e+00,-8.800206051311958433e-01,-3.756205484309051545e+00,1.495681770881566619e+00,4.263564607581528776e+00,-1.533823012000211872e+00,-1.028458923493613675e+00,-2.741589392197509856e+00,1.000000000000000000e+00
-1.182992432268996863e+00,2.376679073545291399e-01,-1.999726678364642574e+00,2.052646586921108351e+00,5.925565181549132809e-01,-1.231430061858106662e+00,2.972809879819519607e-01,-1.153087019061197482e+00,-7.203707943963787441e-01,9.348425265383477623e-01,2.000000000000000000e+00
-1.029340295639593617e-01,1.346386806310952089e+00,1.860866073104288088e-01,-5.290548892848921936e-01,-1.738230781245394985e+00,5.337228940572678049e-01,-9.832696434977549194e-01,1.421224401913135926e+00,-1.059878757333884591e+00,-2.923323569066713090e-01,0.000000000000000000e+00
1.232964225275277714e+00,1.978685420911186821e+00,-3.366689977212521168e+00,-6.159808128653668113e+00,-8.291057991509426017e+00,2.475115743052330952e+00,3.385320610683317799e+00,3.662514631785543262e+00,-4.257710836845144398e-01,3.642098146699188632e-01,3.000000000000000000e+00
-2.800926989507424025e-02,1.537869504425607659e+00,-1.296421220490139525e+00,-4.770092452521464410e-01,-2.086087318790360357e+00,-2.631057656210893381e-01,-1.329525661142294535e+00,1.612809186270292905e+00,-1.872414094808281249e+00,1.308472210713252259e+00,0.000000000000000000e+00
1.125359460329747874e+00,-2.436612448631074290e+00,-1.431990347542338560e+00,-3.051689173145259115e+00,2.345237122561392995e-01,2.069891723322400345e+00,3.890220343934065905e+00,-1.184312414753609932e+00,1.056660001963492412e+00,1.073767997476354985e+00,3.000000000000000000e+00
2.858360256369969488e-01,-3.703244637233787273e+00,-1.963013279158265734e+00,1.161886254917533945e+00,5.599146867130563976e+00,-3.254076030445493206e+00,-2.103434723474515877e+00,-1.626240540552156943e+00,-4.860889956979371762e-01,1.009372489749675639e+00,2.000000000000000000e+00
-1.026590306032103106e+00,-1.648878567388933458e+00,-5.384257094465099147e-01,1.934094178455767921e+00,3.684574452898549346e+00,-3.090772010906393419e+00,-3.753021561782341031e+00,5.648017313475106604e-02,-8.702476207493756721e-01,-1.107376412136561017e+00,2.000000000000000000e+00
8.451732003876033517e-02,-3.507782695876869861e-01,1.543948093315214987e-01,1.341013397864044832e+00,4.213538915721666278e+00,4.302912108858285567e-01,-5.275718765792520415e+00,2.671853135978650151e-01,-5.454269158050630395e+00,1.425138283495513136e-01,2.000000000000000000e+00
7.628033967969561902e-01,2.098525815305477771e+00,-2.371732330407783085e-01,9.669612113695377209e-01,-1.834115105990544947e+00,-1.509835210224414581e+00,-9.422662045778822382e-01,6.030644364441262173e-01,-2.446441324602274259e-01,-1.638502738915109003e+00,0.000000000000000000e+00
1.137416783353137006e+00,2.258599900864831866e+00,-1.299367757809199997e+00,-4.223993290349821739e-01,-3.224611723511391581e+00,8.313616357481478092e-01,1.971351244450225026e+00,-9.019440684879820314e-02,-6.354765258529260219e-01,-1.162972546896155368e+00,1.000000000000000000e+00
6.495213174196059480e-01,8.368295013195249377e-01,-1.168533082937624368e+00,-1.215688795561728819e+00,-2.839713933075354024e+00,4.274383592408258492e-01,2.639128792584609862e+00,3.682480854674796689e-02,1.075565267238085987e+00,3.960934401654656045e-01,1.000000000000000000e+00
1.575985966395228033e-01,3.474923497956864171e+00,-2.573119218747637049e-01,3.265582073396308793e+00,-1.985219821886972547e+00,-3.218693212437908180e+00,-2.160851980130407579e+00,4.604735579235905707e-01,-4.181308342851974835e-01,5.704573438129106888e-01,0.000000000000000000e+00
2.812778854642841608e+00,1.909354491826457112e-01,-1.812848470504534237e+00,-1.118140010340086699e+00,3.134222688045237293e-01,-9.174968238433012235e-01,-1.859979890223090626e+00,4.673255120712599409e-01,-2.668485413160370801e+00,-4.528400717455780544e-01,0.000000000000000000e+00
1.219655844140758116e+00,4.075272708733643778e-01,-1.395796090249542099e+00,-1.052883917133142777e+00,-2.449030918130397527e+00,8.509176172234365065e-01,4.738766645517962672e+00,-1.484349421469199015e+00,2.007353774497552479e+00,2.650126562087484205e-01,1.000000000000000000e+00
-5.587432550586697300e-01,1.063738363994284120e+00,-9.075374376034348600e-01,-1.918716488743690829e-01,-2.879583338957496963e+00,1.090499844708809896e+00,3.962537013156998356e+00,-8.255304349586874979e-01,1.682577729927731358e+00,-8.547545433391732228e-01,1.000000000000000000e+00
-2.101939349372805133e+00,-8.154016010344651288e-01,-1.814548182436786838e+00,1.254787111040215786e+00,8.007931379938193484e-01,1.491303773305581171e+00,3.571123596911174314e+00,-2.476832933899890232e+00,1.277271520357197154e-01,-2.593535986668712434e-01,2.000000000000000000e+00
3.145307378237289342e+00,1.178454037212285588e+00,-2.449734513114218082e+00,-1.745466034525170462e+00,-2.959172471549322836e+00,1.732401864520763723e+00,5.184884910994592921e+00,-1.931379305347387110e+00,1.700488235025111594e-01,-6.503195658538186708e-01,1.000000000000000000e+00
-1.255607064983551791e+00,1.090164067551673721e+00,-8.868416326350085921e-01,-3.765977650408766086e-01,-1.424475916573675116e+00,-3.130838902693758863e-01,-2.782097109863744588e+00,2.440800051444825591e+00,-2.323536903171097734e+00,-4.663076859500907556e-01,0.000000000000000000e+00
1.524232865450398045e+00,1.658952436832899835e+00,-2.520627839374045553e-01,2.887508405179184945e-01,-1.875545800147503384e+00,-1.172225544605504322e+00,2.175365853764156254e-01,1.242589621038717729e-01,4.605807335749891873e-01,-8.278034501237037102e-01,0.000000000000000000e+00
4.047824240070463375e-02,-2.551734306515129891e-02,-2.674900879938156173e+00,-5.599827328150635886e+00,-6.190062700068164503e+00,5.809171261785780471e-01,2.394652216782430898e+00,3.697229642833594454e+00,1.580526016015283641e+00,-1.969742123185637572e+00,3.000000000000000000e+00
2.320639610935818276e+00,-1.866019522111285855e+00,6.262844452155096331e-01,-4.051480511993990952e+00,1.837347258072804523e+00,5.174092170505391053e-01,-5.357035146841865547e+00,3.368648557868165749e+00,-3.477057435112584471e+00,-1.832995412417678660e-01,3.000000000000000000e+00
1.893567209275196284e+00,1.591129645010115112e+00,-2.152439243894543885e+00,-1.429998730199430135e+00,-3.528256042256626479e+00,2.185169986360953054e+00,5.088053284258421627e+00,-1.477716315054577123e+00,1.214192847627034721e-01,3.774515868912059480e-01,1.000000000000000000e+00
-5.431082182616044918e-01,3.374944583613529447e-01,-1.412170360942095471e+00,-2.782151542770795238e+00,-2.943006081777915117e+00,5.716772453424114886e-01,-5.959697657338542953e-01,2.802062262787028857e+00,-9.556284253041057442e-01,-5.098414910663043864e-01,0.000000000000000000e+00
2.439001504376260065e+00,2.084178686767340860e+00,-3.004654760945689951e+00,-1.693818893905282286e+00,-4.760386457186688069e+00,1.486739109303291784e+00,5.718295957349877057e+00,-1.353906747079766326e+00,5.590183395512899889e-01,1.311700120271600545e+00,1.000000000000000000e+00
1.343475523934406723e+00,1.837711247906518519e+00,-3.091340725398261657e-01,-5.443438689856202606e-01,-1.948485706583443777e+00,-3.896899848788692999e-02,-1.092889091105172517e+00,1.152650726431595718e+00,-1.488306224483311180e+00,-1.856672942931913983e+00,0.000000000000000000e+00
